Model,Mean Error,Anomaly Percentage,Anomaly Threshold
Linear_TestNumber365_Completeness0.96_SequenceLength6440_Horizon3_WindowSize1.pt,0.24897850040919445,0.7455050431223506,1.4
Linear_TestNumber36_Completeness1_SequenceLength432_Horizon6_WindowSize1.pt,0.43284759379813786,0.541014768240971,2.1
Linear_TestNumber372_Completeness0.96_SequenceLength6440_Horizon6_WindowSize1.pt,0.4045319030945631,0.511770726714432,2.0
Linear_TestNumber379_Completeness0.96_SequenceLength6440_Horizon12_WindowSize1.pt,0.6345693247406837,0.33655253146034536,2.8
Linear_TestNumber386_Completeness0.96_SequenceLength6440_Horizon24_WindowSize1.pt,0.7672377674337061,0.14654161781946073,3.5
Linear_TestNumber393_Completeness0.94_SequenceLength1810_Horizon3_WindowSize1.pt,0.24484997266147834,0.672416313404473,1.4
Linear_TestNumber400_Completeness0.94_SequenceLength1810_Horizon6_WindowSize1.pt,0.3983832487857431,0.48252668518789293,2.0
Linear_TestNumber407_Completeness0.94_SequenceLength1810_Horizon12_WindowSize1.pt,0.632054941097759,0.33655253146034536,2.8
Linear_TestNumber414_Completeness0.94_SequenceLength1810_Horizon24_WindowSize1.pt,0.7690923178238517,0.13188745603751464,3.5
Linear_TestNumber421_Completeness0.94_SequenceLength3620_Horizon3_WindowSize1.pt,0.24484997266147834,0.672416313404473,1.4
Linear_TestNumber428_Completeness0.94_SequenceLength3620_Horizon6_WindowSize1.pt,0.3983832487857431,0.48252668518789293,2.0
Linear_TestNumber435_Completeness0.94_SequenceLength3620_Horizon12_WindowSize1.pt,0.632054941097759,0.33655253146034536,2.8
Linear_TestNumber43_Completeness1_SequenceLength432_Horizon12_WindowSize1.pt,0.6498345326956179,0.30728709394205445,2.9
Linear_TestNumber442_Completeness0.94_SequenceLength3620_Horizon24_WindowSize1.pt,0.7690923178238517,0.13188745603751464,3.5
Linear_TestNumber449_Completeness0.94_SequenceLength5430_Horizon3_WindowSize1.pt,0.24484997266147834,0.672416313404473,1.4
Linear_TestNumber456_Completeness0.94_SequenceLength5430_Horizon6_WindowSize1.pt,0.3983832487857431,0.48252668518789293,2.0
Linear_TestNumber463_Completeness0.94_SequenceLength5430_Horizon12_WindowSize1.pt,0.632054941097759,0.33655253146034536,2.8
Linear_TestNumber470_Completeness0.94_SequenceLength5430_Horizon24_WindowSize1.pt,0.7690923178238517,0.13188745603751464,3.5
Linear_TestNumber477_Completeness0.94_SequenceLength7240_Horizon3_WindowSize1.pt,0.24484997266147834,0.672416313404473,1.4
Linear_TestNumber484_Completeness0.94_SequenceLength7240_Horizon6_WindowSize1.pt,0.3983832487857431,0.48252668518789293,2.0
Linear_TestNumber491_Completeness0.94_SequenceLength7240_Horizon12_WindowSize1.pt,0.632054941097759,0.33655253146034536,2.8
Linear_TestNumber498_Completeness0.94_SequenceLength7240_Horizon24_WindowSize1.pt,0.7690923178238517,0.13188745603751464,3.5
Linear_TestNumber505_Completeness0.94_SequenceLength9050_Horizon3_WindowSize1.pt,0.24484997266147834,0.672416313404473,1.4
Linear_TestNumber50_Completeness1_SequenceLength432_Horizon24_WindowSize1.pt,0.7728436958296743,0.14654161781946073,3.5
Linear_TestNumber512_Completeness0.94_SequenceLength9050_Horizon6_WindowSize1.pt,0.3983832487857431,0.48252668518789293,2.0
Linear_TestNumber519_Completeness0.94_SequenceLength9050_Horizon12_WindowSize1.pt,0.632054941097759,0.33655253146034536,2.8
Linear_TestNumber526_Completeness0.94_SequenceLength9050_Horizon24_WindowSize1.pt,0.7690923178238517,0.13188745603751464,3.5
Linear_TestNumber57_Completeness1_SequenceLength648_Horizon3_WindowSize1.pt,0.25794331918932023,0.760122789065926,1.4
Linear_TestNumber64_Completeness1_SequenceLength648_Horizon6_WindowSize1.pt,0.4328475700197935,0.541014768240971,2.1
Linear_TestNumber71_Completeness1_SequenceLength648_Horizon12_WindowSize1.pt,0.6498345217824906,0.30728709394205445,2.9
Linear_TestNumber78_Completeness1_SequenceLength648_Horizon24_WindowSize1.pt,0.7728437749342266,0.14654161781946073,3.5
Linear_TestNumber85_Completeness1_SequenceLength864_Horizon3_WindowSize1.pt,0.25794331918932023,0.760122789065926,1.4
Linear_TestNumber8_Completeness1_SequenceLength216_Horizon6_WindowSize1.pt,0.43284756725483176,0.541014768240971,2.1
Linear_TestNumber92_Completeness1_SequenceLength864_Horizon6_WindowSize1.pt,0.43284756725483176,0.541014768240971,2.1
Linear_TestNumber99_Completeness1_SequenceLength864_Horizon12_WindowSize1.pt,0.649834540908264,0.30728709394205445,2.9
LSTM_TestNumber100_Completeness1_SequenceLength864_Horizon12_WindowSize3.pt,0.6850466619293467,0.3073770491803279,3.3
LSTM_TestNumber101_Completeness1_SequenceLength864_Horizon12_WindowSize6.pt,0.7271640069523471,0.4831625183016105,3.5
LSTM_TestNumber102_Completeness1_SequenceLength864_Horizon12_WindowSize12.pt,0.6530440211305628,0.2783882783882784,3.2
LSTM_TestNumber103_Completeness1_SequenceLength864_Horizon12_WindowSize24.pt,0.7102451131924429,0.1613849765258216,3.2
LSTM_TestNumber104_Completeness1_SequenceLength864_Horizon12_WindowSize48.pt,0.6635090046279328,0.11771630370806356,3.3
LSTM_TestNumber105_Completeness1_SequenceLength864_Horizon12_WindowSize96.pt,0.6944915029581085,0.1331754957087896,3.2
LSTM_TestNumber107_Completeness1_SequenceLength864_Horizon24_WindowSize3.pt,0.7836886959124179,0.14656309541257512,3.5
LSTM_TestNumber108_Completeness1_SequenceLength864_Horizon24_WindowSize6.pt,0.7435555484137185,0.16129032258064516,3.4
LSTM_TestNumber109_Completeness1_SequenceLength864_Horizon24_WindowSize12.pt,0.8411074605306375,0.2640845070422535,3.6
LSTM_TestNumber10_Completeness1_SequenceLength216_Horizon6_WindowSize6.pt,0.4819456729607799,0.24871982443306512,2.6
LSTM_TestNumber110_Completeness1_SequenceLength864_Horizon24_WindowSize24.pt,0.8561422730416467,1.0285042609462238,4.3
LSTM_TestNumber111_Completeness1_SequenceLength864_Horizon24_WindowSize48.pt,0.8152884161083687,0.11787240312361866,3.6
LSTM_TestNumber112_Completeness1_SequenceLength864_Horizon24_WindowSize96.pt,1.178047049443885,0.11855364552459988,5.7
LSTM_TestNumber114_Completeness0.98_SequenceLength694_Horizon3_WindowSize3.pt,0.22426905085928076,1.0087719298245614,1.3
LSTM_TestNumber115_Completeness0.98_SequenceLength694_Horizon3_WindowSize6.pt,0.2280348788768786,0.9214567792891618,1.3
LSTM_TestNumber116_Completeness0.98_SequenceLength694_Horizon3_WindowSize12.pt,0.21282347049405836,0.9074941451990632,1.3
LSTM_TestNumber117_Completeness0.98_SequenceLength694_Horizon3_WindowSize24.pt,0.21811422832007193,1.1285358346768284,1.2
LSTM_TestNumber118_Completeness0.98_SequenceLength694_Horizon3_WindowSize48.pt,0.21718331634867732,0.9112286890064668,1.2
LSTM_TestNumber119_Completeness0.98_SequenceLength694_Horizon3_WindowSize96.pt,0.8326952004314447,0.4286770140428676,2.9
LSTM_TestNumber11_Completeness1_SequenceLength216_Horizon6_WindowSize12.pt,0.5263983281206317,0.3513909224011713,3.0
LSTM_TestNumber121_Completeness0.98_SequenceLength694_Horizon6_WindowSize3.pt,0.3487145325154443,0.614304519526108,1.9
LSTM_TestNumber122_Completeness0.98_SequenceLength694_Horizon6_WindowSize6.pt,0.33419031148313044,0.8485735186539868,1.9
LSTM_TestNumber123_Completeness0.98_SequenceLength694_Horizon6_WindowSize12.pt,0.2769937143663753,0.9956076134699853,1.6
LSTM_TestNumber124_Completeness0.98_SequenceLength694_Horizon6_WindowSize24.pt,0.3624465008507804,1.0263929618768328,1.6
LSTM_TestNumber125_Completeness0.98_SequenceLength694_Horizon6_WindowSize48.pt,0.2853123450865505,0.8675194824290546,1.6
LSTM_TestNumber126_Completeness0.98_SequenceLength694_Horizon6_WindowSize96.pt,0.30261542126493074,0.6949578589383409,1.8
LSTM_TestNumber128_Completeness0.98_SequenceLength694_Horizon12_WindowSize3.pt,0.5556740162498169,0.46838407494145196,2.6
LSTM_TestNumber129_Completeness0.98_SequenceLength694_Horizon12_WindowSize6.pt,0.4699481012705057,0.5124450951683748,2.5
LSTM_TestNumber12_Completeness1_SequenceLength216_Horizon6_WindowSize24.pt,0.7659949246323593,0.16129032258064516,3.4
LSTM_TestNumber130_Completeness0.98_SequenceLength694_Horizon12_WindowSize12.pt,0.3915439629792101,0.6007326007326007,2.0
LSTM_TestNumber131_Completeness0.98_SequenceLength694_Horizon12_WindowSize24.pt,0.3454023957270996,0.4694835680751174,1.9
LSTM_TestNumber132_Completeness0.98_SequenceLength694_Horizon12_WindowSize48.pt,0.38492096810581894,0.27957622130665094,2.1
LSTM_TestNumber133_Completeness0.98_SequenceLength694_Horizon12_WindowSize96.pt,0.43751452854969797,0.4143237644273453,2.1
LSTM_TestNumber135_Completeness0.98_SequenceLength694_Horizon24_WindowSize3.pt,0.7263749138134259,0.38106404807269534,3.1
LSTM_TestNumber136_Completeness0.98_SequenceLength694_Horizon24_WindowSize6.pt,0.7877375511700234,0.1466275659824047,2.9
LSTM_TestNumber137_Completeness0.98_SequenceLength694_Horizon24_WindowSize12.pt,0.5433471440538958,0.2347417840375587,2.5
LSTM_TestNumber138_Completeness0.98_SequenceLength694_Horizon24_WindowSize24.pt,0.488612547003935,0.07346459006758742,2.5
LSTM_TestNumber139_Completeness0.98_SequenceLength694_Horizon24_WindowSize48.pt,0.598728054987918,0.04420215117135701,2.9
LSTM_TestNumber13_Completeness1_SequenceLength216_Horizon6_WindowSize48.pt,0.5460362331524724,0.24996324069989712,2.9
LSTM_TestNumber140_Completeness0.98_SequenceLength694_Horizon24_WindowSize96.pt,0.8276221181860712,0.23710729104919975,2.9
LSTM_TestNumber142_Completeness0.98_SequenceLength1388_Horizon3_WindowSize3.pt,0.22492025946278452,0.9064327485380117,1.3
LSTM_TestNumber143_Completeness0.98_SequenceLength1388_Horizon3_WindowSize6.pt,0.21961269848285664,0.8922041831212519,1.3
LSTM_TestNumber144_Completeness0.98_SequenceLength1388_Horizon3_WindowSize12.pt,0.19939690789181372,1.1270491803278688,1.2
LSTM_TestNumber145_Completeness0.98_SequenceLength1388_Horizon3_WindowSize24.pt,0.2404108016189968,0.7035028579803606,1.4
LSTM_TestNumber146_Completeness0.98_SequenceLength1388_Horizon3_WindowSize48.pt,0.26517711486193996,0.6760728982951205,1.4
LSTM_TestNumber147_Completeness0.98_SequenceLength1388_Horizon3_WindowSize96.pt,0.22955579557413713,0.975609756097561,1.3
LSTM_TestNumber149_Completeness0.98_SequenceLength1388_Horizon6_WindowSize3.pt,0.3468355654535144,0.5704256252742431,1.9
LSTM_TestNumber14_Completeness1_SequenceLength216_Horizon6_WindowSize96.pt,0.5812698315372613,1.0054709448469614,3.4
LSTM_TestNumber150_Completeness0.98_SequenceLength1388_Horizon6_WindowSize6.pt,0.33149001636843184,0.892465252377469,1.8
LSTM_TestNumber151_Completeness0.98_SequenceLength1388_Horizon6_WindowSize12.pt,0.2851604783644296,0.7174231332357247,1.7
LSTM_TestNumber152_Completeness0.98_SequenceLength1388_Horizon6_WindowSize24.pt,0.38063581806362506,0.7038123167155426,1.8
LSTM_TestNumber153_Completeness0.98_SequenceLength1388_Horizon6_WindowSize48.pt,0.27841324665423284,1.0733715630054403,1.7
LSTM_TestNumber154_Completeness0.98_SequenceLength1388_Horizon6_WindowSize96.pt,0.27918735199033473,0.9463255951500813,1.8
LSTM_TestNumber156_Completeness0.98_SequenceLength1388_Horizon12_WindowSize3.pt,0.5863298826248449,0.3659250585480094,2.5
LSTM_TestNumber157_Completeness0.98_SequenceLength1388_Horizon12_WindowSize6.pt,0.44413277587924493,0.5124450951683748,2.4
LSTM_TestNumber158_Completeness0.98_SequenceLength1388_Horizon12_WindowSize12.pt,0.38470805133924474,0.63003663003663,2.1
LSTM_TestNumber159_Completeness0.98_SequenceLength1388_Horizon12_WindowSize24.pt,0.36115009388926206,0.4694835680751174,2.0
LSTM_TestNumber160_Completeness0.98_SequenceLength1388_Horizon12_WindowSize48.pt,0.6288949812413376,0.10300176574455562,2.6
LSTM_TestNumber161_Completeness0.98_SequenceLength1388_Horizon12_WindowSize96.pt,0.5072025961128377,0.20716188221367265,2.3
LSTM_TestNumber163_Completeness0.98_SequenceLength1388_Horizon24_WindowSize3.pt,0.7238677886826929,0.3370951194489228,3.1
LSTM_TestNumber164_Completeness0.98_SequenceLength1388_Horizon24_WindowSize6.pt,0.5850002430802871,0.2932551319648094,2.8
LSTM_TestNumber165_Completeness0.98_SequenceLength1388_Horizon24_WindowSize12.pt,0.5346864870937806,0.2934272300469483,2.5
LSTM_TestNumber166_Completeness0.98_SequenceLength1388_Horizon24_WindowSize24.pt,0.48563005887603944,0.22039377020276224,2.4
LSTM_TestNumber167_Completeness0.98_SequenceLength1388_Horizon24_WindowSize48.pt,0.551350818630405,0.0,2.9
LSTM_TestNumber168_Completeness0.98_SequenceLength1388_Horizon24_WindowSize96.pt,0.5574310369014233,0.0,3.2
LSTM_TestNumber16_Completeness1_SequenceLength216_Horizon12_WindowSize3.pt,0.66209740669934,0.3659250585480094,3.2
LSTM_TestNumber170_Completeness0.98_SequenceLength2082_Horizon3_WindowSize3.pt,0.22785600778876783,0.9210526315789472,1.3
LSTM_TestNumber171_Completeness0.98_SequenceLength2082_Horizon3_WindowSize6.pt,0.22612299562131533,0.7898200965335673,1.4
LSTM_TestNumber172_Completeness0.98_SequenceLength2082_Horizon3_WindowSize12.pt,0.20761628379460512,1.0831381733021077,1.2
LSTM_TestNumber173_Completeness0.98_SequenceLength2082_Horizon3_WindowSize24.pt,0.20230532415821273,0.9966290488055108,1.2
LSTM_TestNumber174_Completeness0.98_SequenceLength2082_Horizon3_WindowSize48.pt,0.21868304864990945,1.0141093474426808,1.3
LSTM_TestNumber175_Completeness0.98_SequenceLength2082_Horizon3_WindowSize96.pt,0.204313693413881,0.9016999260901702,1.2
LSTM_TestNumber177_Completeness0.98_SequenceLength2082_Horizon6_WindowSize3.pt,0.3570037514294866,0.5704256252742431,1.9
LSTM_TestNumber178_Completeness0.98_SequenceLength2082_Horizon6_WindowSize6.pt,0.3128185264474706,0.8632040965618142,1.8
LSTM_TestNumber179_Completeness0.98_SequenceLength2082_Horizon6_WindowSize12.pt,0.27035334838629443,0.9809663250366032,1.6
LSTM_TestNumber17_Completeness1_SequenceLength216_Horizon12_WindowSize6.pt,0.6929115693101529,0.2342606149341142,3.3
LSTM_TestNumber180_Completeness0.98_SequenceLength2082_Horizon6_WindowSize24.pt,0.26243044598536197,0.9824046920821115,1.5
LSTM_TestNumber181_Completeness0.98_SequenceLength2082_Horizon6_WindowSize48.pt,0.3225508246853965,0.955741802676077,1.8
LSTM_TestNumber182_Completeness0.98_SequenceLength2082_Horizon6_WindowSize96.pt,0.37313505678732006,0.5766671595445808,2.0
LSTM_TestNumber184_Completeness0.98_SequenceLength2082_Horizon12_WindowSize3.pt,0.5485043661686142,0.40983606557377056,2.5
LSTM_TestNumber185_Completeness0.98_SequenceLength2082_Horizon12_WindowSize6.pt,0.46695591917835755,0.629575402635432,2.4
LSTM_TestNumber186_Completeness0.98_SequenceLength2082_Horizon12_WindowSize12.pt,0.402878800243892,0.5567765567765568,2.2
LSTM_TestNumber187_Completeness0.98_SequenceLength2082_Horizon12_WindowSize24.pt,0.4236806855358763,0.4694835680751174,1.9
LSTM_TestNumber188_Completeness0.98_SequenceLength2082_Horizon12_WindowSize48.pt,0.3850696787046046,0.44143613890523836,2.3
LSTM_TestNumber189_Completeness0.98_SequenceLength2082_Horizon12_WindowSize96.pt,0.40448850647456436,0.34033737792246227,1.9
LSTM_TestNumber18_Completeness1_SequenceLength216_Horizon12_WindowSize12.pt,0.69492651190486,0.2197802197802198,3.1
LSTM_TestNumber191_Completeness0.98_SequenceLength2082_Horizon24_WindowSize3.pt,0.7142958194719254,0.43968928623772535,3.1
LSTM_TestNumber192_Completeness0.98_SequenceLength2082_Horizon24_WindowSize6.pt,0.7541361419426684,0.13196480938416422,3.0
LSTM_TestNumber193_Completeness0.98_SequenceLength2082_Horizon24_WindowSize12.pt,0.5120078078818251,0.19072769953051644,2.6
LSTM_TestNumber194_Completeness0.98_SequenceLength2082_Horizon24_WindowSize24.pt,0.4767518783542136,0.22039377020276224,2.5
LSTM_TestNumber195_Completeness0.98_SequenceLength2082_Horizon24_WindowSize48.pt,0.518512010098113,0.0,2.9
LSTM_TestNumber196_Completeness0.98_SequenceLength2082_Horizon24_WindowSize96.pt,0.48136572903128505,0.08891523414344991,2.5
LSTM_TestNumber198_Completeness0.98_SequenceLength2776_Horizon3_WindowSize3.pt,0.22722952645243438,0.8479532163742689,1.3
LSTM_TestNumber199_Completeness0.98_SequenceLength2776_Horizon3_WindowSize6.pt,0.22492978764349675,0.8922041831212519,1.3
LSTM_TestNumber19_Completeness1_SequenceLength216_Horizon12_WindowSize24.pt,0.6699137471959207,0.13204225352112675,3.2
LSTM_TestNumber200_Completeness0.98_SequenceLength2776_Horizon3_WindowSize12.pt,0.21186781116992756,0.7757611241217799,1.3
LSTM_TestNumber201_Completeness0.98_SequenceLength2776_Horizon3_WindowSize24.pt,0.22799794542669435,0.8060970247691632,1.3
LSTM_TestNumber202_Completeness0.98_SequenceLength2776_Horizon3_WindowSize48.pt,0.23635124991355375,0.7642563198118754,1.3
LSTM_TestNumber203_Completeness0.98_SequenceLength2776_Horizon3_WindowSize96.pt,0.22297973293837373,0.7982261640798226,1.3
LSTM_TestNumber205_Completeness0.98_SequenceLength2776_Horizon6_WindowSize3.pt,0.4298239724171725,0.43878894251864853,2.0
LSTM_TestNumber206_Completeness0.98_SequenceLength2776_Horizon6_WindowSize6.pt,0.33300326983481393,0.8046817849305048,1.9
LSTM_TestNumber207_Completeness0.98_SequenceLength2776_Horizon6_WindowSize12.pt,0.31522802203789274,0.8345534407027818,1.7
LSTM_TestNumber208_Completeness0.98_SequenceLength2776_Horizon6_WindowSize24.pt,0.3296774690883362,0.6598240469208211,1.7
LSTM_TestNumber209_Completeness0.98_SequenceLength2776_Horizon6_WindowSize48.pt,0.27458300980360034,0.882223202470225,1.7
LSTM_TestNumber20_Completeness1_SequenceLength216_Horizon12_WindowSize48.pt,0.6501533686583534,0.17657445556209533,3.0
LSTM_TestNumber210_Completeness0.98_SequenceLength2776_Horizon6_WindowSize96.pt,0.3794458122195425,0.5323081472719208,1.8
LSTM_TestNumber212_Completeness0.98_SequenceLength2776_Horizon12_WindowSize3.pt,0.5635806034297783,0.40983606557377056,2.6
LSTM_TestNumber213_Completeness0.98_SequenceLength2776_Horizon12_WindowSize6.pt,0.4617286450063956,0.4538799414348462,2.5
LSTM_TestNumber214_Completeness0.98_SequenceLength2776_Horizon12_WindowSize12.pt,0.3968928015526435,0.8351648351648354,2.2
LSTM_TestNumber215_Completeness0.98_SequenceLength2776_Horizon12_WindowSize24.pt,0.3691087806067824,0.5134976525821596,2.0
LSTM_TestNumber216_Completeness0.98_SequenceLength2776_Horizon12_WindowSize48.pt,0.41668724746645536,0.17657445556209533,2.3
LSTM_TestNumber217_Completeness0.98_SequenceLength2776_Horizon12_WindowSize96.pt,0.43256311900943334,0.059189109203906486,2.5
LSTM_TestNumber219_Completeness0.98_SequenceLength2776_Horizon24_WindowSize3.pt,0.7710231325738277,0.3370951194489228,3.1
LSTM_TestNumber21_Completeness1_SequenceLength216_Horizon12_WindowSize96.pt,0.7061846709131944,0.31074282332050907,3.0
LSTM_TestNumber220_Completeness0.98_SequenceLength2776_Horizon24_WindowSize6.pt,0.7456748412342661,0.13196480938416422,2.9
LSTM_TestNumber221_Completeness0.98_SequenceLength2776_Horizon24_WindowSize12.pt,0.519784403040196,0.27875586854460094,2.7
LSTM_TestNumber222_Completeness0.98_SequenceLength2776_Horizon24_WindowSize24.pt,0.46136124076129315,0.13223626212165734,2.5
LSTM_TestNumber223_Completeness0.98_SequenceLength2776_Horizon24_WindowSize48.pt,0.5197032534158973,0.0,3.0
LSTM_TestNumber224_Completeness0.98_SequenceLength2776_Horizon24_WindowSize96.pt,0.5441254859904812,0.0,3.0
LSTM_TestNumber226_Completeness0.98_SequenceLength3470_Horizon3_WindowSize3.pt,0.22335001686392314,0.9356725146198832,1.3
LSTM_TestNumber227_Completeness0.98_SequenceLength3470_Horizon3_WindowSize6.pt,0.22184494050694678,0.9214567792891618,1.3
LSTM_TestNumber228_Completeness0.98_SequenceLength3470_Horizon3_WindowSize12.pt,0.21307624562321922,1.009953161592506,1.3
LSTM_TestNumber229_Completeness0.98_SequenceLength3470_Horizon3_WindowSize24.pt,0.2012508804360619,0.8207533343104206,1.2
LSTM_TestNumber230_Completeness0.98_SequenceLength3470_Horizon3_WindowSize48.pt,0.21714264538031752,1.0141093474426808,1.2
LSTM_TestNumber231_Completeness0.98_SequenceLength3470_Horizon3_WindowSize96.pt,0.1901179695259689,0.975609756097561,1.2
LSTM_TestNumber233_Completeness0.98_SequenceLength3470_Horizon6_WindowSize3.pt,0.3482107916617483,0.6874360099458827,1.9
LSTM_TestNumber234_Completeness0.98_SequenceLength3470_Horizon6_WindowSize6.pt,0.31663720700071674,0.8778346744696414,1.8
LSTM_TestNumber235_Completeness0.98_SequenceLength3470_Horizon6_WindowSize12.pt,0.2825947632455044,0.8931185944363105,1.7
LSTM_TestNumber236_Completeness0.98_SequenceLength3470_Horizon6_WindowSize24.pt,0.3936441584103587,0.4105571847507331,2.0
LSTM_TestNumber237_Completeness0.98_SequenceLength3470_Horizon6_WindowSize48.pt,0.3047793532182884,0.6175562417291575,1.7
LSTM_TestNumber238_Completeness0.98_SequenceLength3470_Horizon6_WindowSize96.pt,0.8512835804866759,0.2661540736359604,3.0
LSTM_TestNumber23_Completeness1_SequenceLength216_Horizon24_WindowSize3.pt,0.7765965759356893,0.14656309541257512,3.5
LSTM_TestNumber240_Completeness0.98_SequenceLength3470_Horizon12_WindowSize3.pt,0.5497567727968308,0.32201405152224827,2.6
LSTM_TestNumber241_Completeness0.98_SequenceLength3470_Horizon12_WindowSize6.pt,0.4528592168442832,0.3367496339677892,2.5
LSTM_TestNumber242_Completeness0.98_SequenceLength3470_Horizon12_WindowSize12.pt,0.3909375446715909,0.38095238095238093,2.2
LSTM_TestNumber243_Completeness0.98_SequenceLength3470_Horizon12_WindowSize24.pt,0.3771251113523618,0.4694835680751174,1.8
